1,2,5,4,34,35,36,37
2,3,6,5,38,39,40,35
4,5,8,7,36,41,42,43
5,6,9,8,40,44,45,41
7,8,11,10,42,46,47,48
8,9,12,11,45,49,50,46
10,11,14,13,47,51,52,53
11,12,15,14,50,54,55,51
13,14,17,16,52,56,57,58
14,15,18,17,55,59,60,56
16,17,20,19,57,61,62,63
17,18,21,20,60,64,65,61
19,20,23,22,62,66,67,68
20,21,24,23,65,69,70,66
22,23,26,25,67,71,72,73
23,24,27,26,70,74,75,71
25,26,29,28,72,76,77,78
26,27,30,29,75,79,80,76
28,29,32,31,77,81,82,83
29,30,33,32,80,84,85,81
